Number,Status,Phone,Location,Location2,Name,Categorie,Row,Col
431,영업/정상,0507-1317-3277,충청남도 천안시 동남구 신부동 296-10번지 힐스프라자 1층 101호 일부 ,"충청남도 천안시 동남구 단대로 40, 힐스프라자 1층 (신부동)",카페콘파나,커피숍,,
432,영업/정상,041 566 0701,충청남도 천안시 서북구 성정동 1451 두정메트로존 ,"충청남도 천안시 서북구 성정두정로 12, 메트로죤-1 1층 103호 (성정동)",공차천안성정점,커피숍,,
433,영업/정상,0507-1348-6232,충청남도 천안시 서북구 쌍용동 943번지 컴마트 ,"충청남도 천안시 서북구 미라2길 67, 1층 (쌍용동)",카페미라13,커피숍,,
434,영업/정상,0507-1349-2066,충청남도 천안시 서북구 성성동 849번지 ,"충청남도 천안시 서북구 성성6로 10, 투토빌딩 1층 104,105호 (성성동)",라이브커피로스터스,커피숍,,
435,영업/정상,070 75432763,충청남도 천안시 동남구 신부동 329-4 1층 101호,"충청남도 천안시 동남구 방죽안6길 37, 1층 101호 (신부동)",쿱스,커피숍,,
436,영업/정상,041 566 1103,충청남도 천안시 서북구 백석동 108번지 ,"충청남도 천안시 서북구 한들3로 30, 1동 1층 106,107호 (백석동)",이디야커피,커피숍,,
437,영업/정상,없음,충청남도 천안시 동남구 신방동 1472번지 1층 ,"충청남도 천안시 동남구 통정5로 29, 1층 (신방동)",몽야,커피숍,,
438,영업/정상,010-4000-6913,충청남도 천안시 동남구 신부동 382-5 ,"충청남도 천안시 동남구 먹거리6길 12, 1층 (신부동)",샐요일,커피숍,,
439,영업/정상,041 562 0369,충청남도 천안시 동남구 청당동 534번지 ,"충청남도 천안시 동남구 청수4로 10, 1층 106호 (청당동)",빽다방천안청당점,커피숍,,
440,영업/정상,0507-1475-8089,충청남도 천안시 동남구 청수동 351번지 1층 ,"충청남도 천안시 동남구 청수15길 35-31, 1층 (청수동)",팔공티청수점,커피숍,,
441,영업/정상,0507-1472-0400,충청남도 천안시 동남구 청당동 445번지 3층 ,"충청남도 천안시 동남구 광풍로 1873, 3층 (청당동)",어반트리스터디카페,커피숍,,
442,영업/정상,0507-1328-1764,충청남도 천안시 동남구 용곡동 257 1층 105호,"충청남도 천안시 동남구 용곡2길 95, 1층 105호 (용곡동)",뉴욕쟁이디저트눈들점,커피숍,,
443,영업/정상,041 567 3397,충청남도 천안시 동남구 신부동 461-1번지 천안문빌딩 ,"충청남도 천안시 동남구 만남로 28, 천안문빌딩 101호,102호 (신부동)",흑화당천안신부점,커피숍,,
444,영업/정상,없음,"충청남도 천안시 동남구 대흥동 30-7번지 천안지하도 및 상가 지하2층 226,288호 ","충청남도 천안시 동남구 버들로 지하 2, 천안지하도 및 상가 지하2층 226,288호 (대흥동)",깜언,커피숍,,
445,영업/정상,041 412 9980,충청남도 천안시 서북구 불당동 1299 갤러리아 센터시티 ,"충청남도 천안시 서북구 공원로 227, 지하1층 (불당동)",카페텀블러천안갤러리아센터시티점,커피숍,,
446,영업/정상,없음,충청남도 천안시 동남구 봉명동 477번지 1층 ,"충청남도 천안시 동남구 봉서4길 14, 1층 (봉명동)",CAFEM,커피숍,,
447,영업/정상,0507-1375-2121,충청남도 천안시 서북구 성정동 1486번지 롯데마트 성정점 ,"충청남도 천안시 서북구 성정두정로 1, 롯데마트 성정점 2층 (성정동)",컴포즈커피롯데마트성정점,커피숍,,
448,영업/정상,0507-1363-7410,충청남도 천안시 동남구 신부동 739번지 ,"충청남도 천안시 동남구 터미널1길 2, 1층 (신부동)",몬스터펫,커피숍,,
449,영업/정상,070-7576-4906,충청남도 천안시 동남구 삼룡동 475 1층 ,"충청남도 천안시 동남구 청수10길 4-89, 1층 (삼룡동)",475베이커리,커피숍,,
450,영업/정상,041-566-5004,충청남도 천안시 서북구 성성동 840 ,"충청남도 천안시 서북구 성성6로 7-32, 1층 (성성동)",토프레소천안성성점,커피숍,,
451,영업/정상,0507-1366-9335,충청남도 천안시 서북구 쌍용동 1732번지 ,"충청남도 천안시 서북구 월봉1길 54-6, 1층 (쌍용동)",카페온나,커피숍,,
452,영업/정상,0507-1323-5654,충청남도 천안시 서북구 백석동 877번지 ,"충청남도 천안시 서북구 백석4길 44, 1층 104호 (백석동)",빽다방천안백석점,커피숍,,
453,영업/정상,070 86777545,충청남도 천안시 서북구 성정동 1283번지 진영빌딩 ,"충청남도 천안시 서북구 성정공원6길 9-13, SM빌딩 1층 102호 (성정동)",링크아쿠아,커피숍,,
454,영업/정상,010-4250-0596,충청남도 천안시 서북구 백석동 1090번지 ,"충청남도 천안시 서북구 한들1로 142, 1층 (백석동)",바우하우스,커피숍,,
455,영업/정상,0507-1399-7197,충청남도 천안시 동남구 청수동 204-6 ,"충청남도 천안시 동남구 청수로 83, 1층 (청수동)",작가의서재,커피숍,,
456,영업/정상,0507-1375-8595,충청남도 천안시 동남구 신부동 464-8 ,"충청남도 천안시 동남구 먹거리9길 27, 2층 (신부동)",셧업앤댄스,커피숍,,
457,영업/정상,041-578-3107,충청남도 천안시 서북구 성정동 731-4번지 대정빌딩 ,"충청남도 천안시 서북구 봉정로 133, 1층 (성정동)",다연,커피숍,,
458,영업/정상,0507-1351-0426,충청남도 천안시 서북구 성환읍 성환리 643-6번지 ,"충청남도 천안시 서북구 성환읍 성환18길 1, 1층",온다,커피숍,,
459,영업/정상,041 555 4125,충청남도 천안시 서북구 성성동 685번지 ,"충청남도 천안시 서북구 성성8로 2-30, 1층 109호 (성성동)",메가엠지씨커피천안성성레이크타운점,커피숍,,
460,영업/정상,041-592-7771,충청남도 천안시 동남구 신방동 886-8번지 103호,"충청남도 천안시 동남구 서부대로 268, 103호 (신방동)",흑화당신방동점,커피숍,,
461,영업/정상,0507-1495-7201,충청남도 천안시 서북구 불당동 1548번지 천안불당 지웰더샵 ,"충청남도 천안시 서북구 불당26로 77, 상가동 지하1층 130호 (불당동, 천안불당 지웰더샵)",메가커피 천안불당지웰점,커피숍,,
462,영업/정상,041 523 3694,충청남도 천안시 서북구 두정동 71-13번지 ,"충청남도 천안시 서북구 두정로 264, 1,2층 (두정동)",스타벅스천안두정역디티점,커피숍,,
463,영업/정상,041 572 8668,충청남도 천안시 서북구 쌍용동 1660번지 ,"충청남도 천안시 서북구 월봉7길 54, 1층 (쌍용동)",글로베리아,커피숍,,
464,영업/정상,041 588 3800,충청남도 천안시 서북구 성환읍 성월리 56-1번지 ,"충청남도 천안시 서북구 성환읍 성진로 80-6, 1층",메가커피남서울대점,커피숍,,
465,영업/정상,010-8562-5920,충청남도 천안시 동남구 안서동 416 2층 ,"충청남도 천안시 동남구 문암로 94, 2층 (안서동)",피카플레이스,커피숍,,
466,영업/정상,041-553-9400,충남 천안시 서북구 불당동 1544 근린생활시설9동 천안불당지웰시티푸르지오1단지 1층 A1,"충청남도 천안시 서북구 불당26로 80, 근린생활시설9동 1층 A120호 (불당동, 천안불당지웰시티푸르지오1단지)",쉬즈베이글커피신불당점,커피숍,,
467,영업/정상,없음,충청남도 천안시 서북구 성정동 1524번지 ,"충청남도 천안시 서북구 성정공원1길 9-13, 12층 (성정동)",다온까페,커피숍,,
468,영업/정상,없음,충남 천안시 서북구 불당동 1289,충남 천안시 서북구 공원로 196,드롭탑 천안모다아울렛점,커피숍,,
469,영업/정상,010-8735-1137,충청남도 천안시 동남구 광덕면 광덕리 562-2번지 1동 ,"충청남도 천안시 동남구 광덕면 해수길 29, 1동",호랭이카페,커피숍,,
470,영업/정상,없음,충청남도 천안시 동남구 원성동 544-7 ,"충청남도 천안시 동남구 고재20길 11, 1층 (원성동)",JJ아트갤러리,커피숍,,
471,영업/정상,070 88651605,충청남도 천안시 서북구 두정동 1902번지 두정빌딩 ,"충청남도 천안시 서북구 두정고6길 11-8, 1층 (두정동)",빈아티팩트,커피숍,,
472,영업/정상,041 583 7003,충청남도 천안시 서북구 직산읍 삼은리 438-1번지 청운부동산 ,"충청남도 천안시 서북구 직산읍 봉주로 54, 1층",투썸플레이스직산점,커피숍,,
473,영업/정상,041-417-6957,충청남도 천안시 동남구 청당동 512번지 1층 103호,"충청남도 천안시 동남구 청수11로 16, 1층 103호 (청당동)",아임일리터,커피숍,,
474,영업/정상,0507-1325-6104,충청남도 천안시 동남구 대흥동 63-56 ,"충청남도 천안시 동남구 공설시장2길 9-2, 1층 (대흥동)",어거스트센트,커피숍,,
475,영업/정상,070-7543-7244,충청남도 천안시 서북구 두정동 1455번지 ,"충청남도 천안시 서북구 두정상가5길 23, 1층 (두정동)",피크닉타임,커피숍,,
476,영업/정상,010-7728-0727,충청남도 천안시 동남구 청당동 828 1층 ,"충청남도 천안시 동남구 청수7로 14-4, 1층 (청당동)",잇덴굿,커피숍,,
477,영업/정상,0507-1305-5632,충청남도 천안시 서북구 불당동 729번지 시티플러스 ,"충청남도 천안시 서북구 검은들3길 50, 시티플러스 1층 103호 (불당동)",팔공티,커피숍,,
478,영업/정상,0507-1436-0412,충청남도 천안시 서북구 성환읍 성환리 372-1번지 롯데리아 ,"충청남도 천안시 서북구 성환읍 성환2로 105, 1층",빽다방천안성환중앙점,커피숍,,
479,영업/정상,041 640 6311,충청남도 천안시 동남구 신부동 363-2 1층 ,"충청남도 천안시 동남구 만남로 43, 1층 (신부동)",공차천안고속터미널점,커피숍,,
480,영업/정상,041 585 8213,충청남도 천안시 서북구 입장면 신두리 42-69번지 ,"충청남도 천안시 서북구 입장면 율목길 17-4, 1층",두레앙카페,커피숍,,
481,영업/정상,0507-1479-3778,충청남도 천안시 동남구 목천읍 운전리 394-10번지 ,"충청남도 천안시 동남구 목천읍 동평1길 1-8, 1층",코끼리공장,커피숍,,
482,영업/정상,041-575-5756,충청남도 천안시 동남구 용곡동 321-4번지 ,"충청남도 천안시 동남구 용곡4길 4, 1층 (용곡동)",플레이원 휴게음식점,커피숍,,
483,영업/정상,0507-1360-5503,"충청남도 천안시 동남구 안서동 150-8 2층,3층 ","충청남도 천안시 동남구 각원사길 166, 2층,3층 (안서동)",지로스터,커피숍,,
484,영업/정상,010-8757-4231,충남 천안시 서북구 불당동 728 107호,충남 천안시 서북구 검은들3길 48 107호,달달한가,커피숍,,
485,영업/정상,041 909 1031,"충청남도 천안시 동남구 청당동 552번지 9층 910,911,912호 ","충청남도 천안시 동남구 청수14로 102, 9층 910,911,912호 (청당동)",버드소리천안점,커피숍,,
486,영업/정상,없음,충청남도 천안시 동남구 병천면 병천리 203-7번지 ,충청남도 천안시 동남구 병천면 충절로 1762,맛초떡복이,커피숍,,
487,영업/정상,041-571-2853,충청남도 천안시 동남구 신방동 251-2번지 101호,"충청남도 천안시 동남구 신방남부길 107, 101호 (신방동)",다올커피하우스,커피숍,,
488,영업/정상,없음,충청남도 천안시 동남구 성황동 51-2번지 ,"충청남도 천안시 동남구 대흥로 303-1, 1층 (성황동)",밀카천안점,커피숍,,
489,영업/정상,없음,충청남도 천안시 동남구 문화동 168-7번지 ,"충청남도 천안시 동남구 영성로 99, 1층 (문화동)",카페고즈넉,커피숍,,
490,영업/정상,010-4522-7111,충청남도 천안시 서북구 쌍용동 180-33번지 태인빌딩 ,"충청남도 천안시 서북구 쌍용14길 46-12, 1층 101일부호 (쌍용동)",잇덴굿,커피숍,,
491,영업/정상,0507-1380-0804,충청남도 천안시 서북구 쌍용동 804번지 ,"충청남도 천안시 서북구 쌍용대로 137, 1층 (쌍용동)",cafe804,커피숍,,
492,영업/정상,010-9438-0291,충청남도 천안시 동남구 풍세면 보성리 768번지 ,"충청남도 천안시 동남구 풍세면 풍세산단로 303, 1층",고마워서그래,커피숍,,
493,영업/정상,없음,충청남도 천안시 동남구 청당동 151번지 1층 ,"충청남도 천안시 동남구 남부대로 350, 1층 (청당동)",우리350카페,커피숍,,
494,영업/정상,010-3077-2720,충청남도 천안시 동남구 목천읍 서리 40-3번지 1층 ,"충청남도 천안시 동남구 목천읍 삼방로 181, 1층",더달콤,커피숍,,
495,영업/정상,0507-1310-7427,충청남도 천안시 동남구 북면 납안리 401-2번지 1층 ,"충청남도 천안시 동남구 북면 삼방로 1188-7, 1층",카페앤스토리소학동,커피숍,,
496,영업/정상,070 78413203,충청남도 천안시 서북구 성정동 841-1번지 ,"충청남도 천안시 서북구 도원1길 32-16, 1층 (성정동)",하이솜커피,커피숍,,
497,영업/정상,0507-1329-2574,충청남도 천안시 서북구 성환읍 매주리 505-1번지 ,"충청남도 천안시 서북구 성환읍 성환1로 89, 2동 1층",투데이카페,커피숍,,
498,영업/정상,없음,충청남도 천안시 서북구 성정동 674-8번지 ,"충청남도 천안시 서북구 서부12길 15-1, 1층 (성정동)",오늘,커피숍,,
499,영업/정상,0507-1338-2407,충청남도 천안시 동남구 청수동 281번지 1층 ,"충청남도 천안시 동남구 청수15길 6-6, 1층 (청수동)",아람플라워카페,커피숍,,
500,영업/정상,0507-1394-1990,충청남도 천안시 서북구 입장면 유리 189번지 ,"충청남도 천안시 서북구 입장면 연곡길 85, 1층",브루1990커피,커피숍,,
501,영업/정상,041-551-7790,충청남도 천안시 동남구 신부동 988번지 도솔노블시티 동문굿모닝힐 지하1층 상가1-1동 106호,"충청남도 천안시 동남구 신부8길 21, 상가1-1동 지하1층 106호 (신부동, 도솔노블시티 동문굿모닝힐)",셀렉토커피,커피숍,,
502,영업/정상,0507-1323-2111,충청남도 천안시 동남구 수신면 신풍리 180-2번지 1층 ,"충청남도 천안시 동남구 수신면 5산단로 237, 1층",그곳에커피향,커피숍,,
503,영업/정상,없음,충청남도 천안시 동남구 안서동 84-4번지 102호,"충청남도 천안시 동남구 문암로 162, 102호 (안서동)",마마트천안백석점,커피숍,,
504,영업/정상,010-4509-8959,충청남도 천안시 동남구 사직동 64번지 ,충청남도 천안시 동남구 작은재빼기길 16 (사직동),사랑이머무는카페,커피숍,,
505,영업/정상,0507-1356-5767,충청남도 천안시 서북구 불당동 1650번지 ,"충청남도 천안시 서북구 불당31길 34, 1층 (불당동)",부록하우스,커피숍,,
506,영업/정상,0507-1340-8933,충남 천안시 서북구 두정동 1179 한길프라자 B동 101호,충남 천안시 서북구 두정중11길 14 한길프라자 B동 101호,티앙웨이,커피숍,,
507,영업/정상,0507-1334-9697,충청남도 천안시 서북구 성정동 1345번지 프라지움7차 ,"충청남도 천안시 서북구 성정공원6길 37, 프라지움7차 1층 104호 (성정동)",에유,커피숍,,
508,영업/정상,041 551 4567,충청남도 천안시 동남구 안서동 385-4번지 ,"충청남도 천안시 동남구 문암로 70, 1층 (안서동)",공차천안백석대점,커피숍,,
509,영업/정상,0507-1351-1725,충청남도 천안시 동남구 성황동 35-1번지 ,"충청남도 천안시 동남구 복자1길 26, 1층 (성황동)",신박커피,커피숍,,
510,영업/정상,없음,충청남도 천안시 동남구 문화동 29-13번지 1층 ,"충청남도 천안시 동남구 문화로 22-2, 1층 (문화동)",문화동커피집,커피숍,,
511,영업/정상,070-7543-8529,충청남도 천안시 서북구 차암동 435-1번지 힐링j타워 ,"충청남도 천안시 서북구 3공단6로 50, 힐링j타워 3층 305일부호 (차암동)",아장아장베이비카페,키즈카페,,
512,영업/정상,0507-1350-1251,충청남도 천안시 동남구 삼룡동 411번지 1층 ,"충청남도 천안시 동남구 청수12로 33, 1층 (삼룡동)",버터레이어,커피숍,,
513,영업/정상,0507-1395-0111,충청남도 천안시 서북구 불당동 1824번지 ,"충청남도 천안시 서북구 불당34길 3-20, 솔(SOL)프라자II 3층 302호 (불당동)",가문비나무아래,커피숍,,
514,영업/정상,041-563-6588,충청남도 천안시 동남구 원성동 8-1번지 ,충청남도 천안시 동남구 향교1길 30 (원성동),라비갤러리카페,커피숍,,
515,영업/정상,010-6674-0716,충청남도 천안시 동남구 봉명동 209-6번지 ,"충청남도 천안시 동남구 봉명2길 23, 1층 (봉명동)",가루,커피숍,,
516,영업/정상,0507-1384-5030,"충청남도 천안시 서북구 성환읍 성환리 449-303번지 106,107 ","충청남도 천안시 서북구 성환읍 성환1로 243, 1층",카페달쥬,커피숍,,
517,영업/정상,041 566 7135,충청남도 천안시 동남구 구성동 151-13번지 1동 1층 ,"충청남도 천안시 동남구 해솔1길 21, 1동 1층 (구성동)",로건커피,커피숍,,
518,영업/정상,041 558 3832,충청남도 천안시 서북구 백석동 148-2번지 ,"충청남도 천안시 서북구 백석로 85-4, 1층 (백석동)",스타벅스천안백석점,커피숍,,
519,영업/정상,041-555-1697,충청남도 천안시 동남구 청당동 491번지 1층 101호,"충청남도 천안시 동남구 청수4로 18, 1층 101호 (청당동)",와플대학천안청당점,커피숍,,
520,영업/정상,041-552-3357,충청남도 천안시 서북구 불당동 1489번지 ,"충청남도 천안시 서북구 불당25로 208, 중원타워-1 1층 106,107호 (불당동)",공차천안불당파크점,커피숍,,
521,영업/정상,010-4963-9041,충청남도 천안시 동남구 안서동 379-43번지 지하1층 ,"충청남도 천안시 동남구 문암로 91-12, 지하1층 (안서동)",아이스바닐라라떼,커피숍,,
522,영업/정상,041-557-1003,충청남도 천안시 동남구 안서동 387-7번지 1층~2층 101호,"충청남도 천안시 동남구 문암로 62, 1~2층 101호 (안서동)",이디야커피백석대점,커피숍,,
523,영업/정상,010-9086-3030,충청남도 천안시 동남구 안서동 522번지 율곡기념도서관 1층 ,"충청남도 천안시 동남구 단대로 119, 율곡기념도서관 1층 (안서동)",이디야커피 단국대학생회관점,커피숍,,
524,영업/정상,041-522-0212,충청남도 천안시 서북구 두정동 926-1번지 초원주택 ,"충청남도 천안시 서북구 원두정8길 15, 1층 (두정동)",마농스,커피숍,,
525,영업/정상,041-909-3113,충청남도 천안시 동남구 안서동 318-97번지 1층 ,"충청남도 천안시 동남구 상명대길 28, 1층 (안서동)",매머드익스프레스천안상명대점,커피숍,,
526,영업/정상,0507-1325-9417,충청남도 천안시 동남구 신부동 387-92 ,"충청남도 천안시 동남구 중앙로 198, 1층 (신부동)",인올,커피숍,,
527,영업/정상,041-417-7391,충청남도 천안시 서북구 성환읍 성월리 63-1번지 ,"충청남도 천안시 서북구 성환읍 성진로 65, 1층",공차천안남서울대점,커피숍,,
528,영업/정상,070-8270-1227,충청남도 천안시 서북구 두정동 1283번지 ,"충청남도 천안시 서북구 두정상가1길 27, 1층 106호 (두정동)",카페담소,커피숍,,
529,영업/정상,041-522-5006,충청남도 천안시 동남구 청당동 154-1번지 ,"충청남도 천안시 동남구 남부대로 336, 1~2층 (청당동)",부에노,커피숍,,
530,영업/정상,041-902-9792,충청남도 천안시 동남구 영성동 141-2번지 ,"충청남도 천안시 동남구 원거리1길 3, 1층 (영성동)",띠아모,커피숍,,
531,영업/정상,070 49008755,충청남도 천안시 서북구 쌍용동 456번지 나사렛대학교 ,"충청남도 천안시 서북구 월봉로 48, 나사렛대학교자립통합형학습생활관 1층 (쌍용동)",카페바이올렛2호점,커피숍,,
532,영업/정상,0507-1449-1109,충청남도 천안시 동남구 신방동 951번지 1층 ,"충청남도 천안시 동남구 통정2길 11, 1층 (신방동)",인펄슨,커피숍,,
533,영업/정상,0507-1345-1868,충청남도 천안시 서북구 불당동 876 ,"충청남도 천안시 서북구 불당12길 22-7, 1층 (불당동)",라모르사랑을담아,커피숍,,
534,영업/정상,041-555-2713,충청남도 천안시 서북구 입장면 효계리 44번지 ,"충청남도 천안시 서북구 입장면 망향로 1094-22, 1층",토아빈,커피숍,,
535,영업/정상,010-7138-1358,충청남도 천안시 동남구 신방동 1591번지 1층 ,"충청남도 천안시 동남구 통정5로 108, 1층 (신방동)",네일앤커피,커피숍,,
536,영업/정상,0507-1384-1727,충청남도 천안시 동남구 신부동 456-8 1층 ,"충청남도 천안시 동남구 먹거리2길 6-1, 1층 (신부동)",연달,커피숍,,
537,영업/정상,041-555-9907,충청남도 천안시 동남구 유량동 104-6번지 ,"충청남도 천안시 동남구 유량로 282, 2층 (유량동)",뷰282,커피숍,,
538,영업/정상,0507-1365-9557,충청남도 천안시 동남구 신부동 647번지 101호,"충청남도 천안시 동남구 터미널4길 29, 1층 101호 (신부동)",제이델링,커피숍,,
539,영업/정상,0507-1335-2548,충청남도 천안시 동남구 원성동 470-4번지 ,"충청남도 천안시 동남구 원성1길 25, 1층 (원성동)",레드브릭125,커피숍,,
540,영업/정상,041-556-8082,충청남도 천안시 서북구 백석동 985번지 ,"충청남도 천안시 서북구 한들3로 55, 1층 (백석동)",팔공티백석점,커피숍,,
541,영업/정상,041 522 8579,충청남도 천안시 서북구 불당동 707번지 폴리프라자 ,"충청남도 천안시 서북구 검은들3길 25, 폴리프라자 1층 101호 (불당동)",과일707,커피숍,,
542,영업/정상,041-555-5942,충청남도 천안시 동남구 청당동 548-1번지 A동 110호,"충청남도 천안시 동남구 청수5로 4, A동 110호 (청당동)",아름청과카페,커피숍,,
543,영업/정상,0507-1314-1097,충청남도 천안시 서북구 두정동 1292번지 ,"충청남도 천안시 서북구 두정로 210, 1층 101호 (두정동)",브릴리언트,커피숍,,
544,영업/정상,0507-1489-1462,충청남도 천안시 동남구 신부동 324-19 ,"충청남도 천안시 동남구 방죽안2길 14, 1층 (신부동)",풀떼기커피,커피숍,,
545,영업/정상,041 571 5115,충청남도 천안시 동남구 용곡동 465-27번지 ,"충청남도 천안시 동남구 일봉로 87-24, 1층 (용곡동)",마법의커피,커피숍,,
546,영업/정상,041-566-8828,충청남도 천안시 동남구 유량동 82-8번지 ,"충청남도 천안시 동남구 양지말2길 61, 2층 (유량동)",숲속의문,커피숍,,
547,영업/정상,041-552-8988,충청남도 천안시 서북구 불당동 1539번지 ,"충청남도 천안시 서북구 불당25로 138, 선우프라자 1층 118호 (불당동)",우주라이크불당점,커피숍,,
548,영업/정상,041-554-7177,충청남도 천안시 서북구 불당동 1494번지 천안불당파크푸르지오 2단지 ,"충청남도 천안시 서북구 불당26로 122, 근린생활시설3동 지하1층 108(일부)호 (불당동, 천안불당파크푸르지오 2단지)",홍루이젠불당점,커피숍,,
549,영업/정상,041 522 0059,충청남도 천안시 동남구 원성동 562-1번지 ,"충청남도 천안시 동남구 원거리11길 46, 1층 (원성동)",야간커피점품,커피숍,,
550,영업/정상,010-4245-4335,충청남도 천안시 동남구 오룡동 8번지 ,"충청남도 천안시 동남구 옛시청길 18, 1층 (오룡동)",인더갤러리,커피숍,,
551,영업/정상,0507-1322-7421,충청남도 천안시 서북구 불당동 1542-1번지 엘림프라자 1층 108호,"충청남도 천안시 서북구 불당21로 67-21, 엘림프라자 1층 108호 (불당동)",쿼티커피로스터스,커피숍,,
552,영업/정상,010-2968-3870,충청남도 천안시 서북구 쌍용동 1156 ,"충청남도 천안시 서북구 미라8길 26, 2층 (쌍용동)",순복,커피숍,,
553,영업/정상,0507-1393-6779,충청남도 천안시 동남구 구룡동 526 C동 1층 ,"충청남도 천안시 동남구 광풍로 1725, C동 1층 (구룡동)",구룡카페호두과자,커피숍,,
554,영업/정상,041-587-1005,충청남도 천안시 서북구 입장면 하장리 49-5 1층 ,"충청남도 천안시 서북구 입장면 하장4길 11, 1층",라떼떼커피베이글입장1점,커피숍,,
555,영업/정상,041-571-1004,충청남도 천안시 서북구 성정동 361 2~4층 ,"충청남도 천안시 서북구 세관길 78, 2,3,4층 (성정동)",오월의숲커피팩토리,커피숍,,
556,영업/정상,041-562-4945,충청남도 천안시 동남구 삼룡동 332-1 5층 ,"충청남도 천안시 동남구 천안대로 361, 5층 (삼룡동)",우연히그곳,커피숍,,
557,영업/정상,없음,충청남도 천안시 서북구 백석동 1007번지 백석계룡리슈빌아파트 ,"충청남도 천안시 서북구 한들3로 107, 상가동 1층 103호 (백석동, 백석계룡리슈빌아파트)",헬기카페,커피숍,,
558,영업/정상,0507-1362-5245,충청남도 천안시 동남구 병천면 병천리 278-5 1층 ,"충청남도 천안시 동남구 병천면 병천1로 65, 1층",오이예커피,커피숍,,
559,영업/정상,070-4647-1336,충청남도 천안시 동남구 구성동 472-2 주건축물제4동 1층 ,"충청남도 천안시 동남구 구성12길 9, 주건축물제4동 1층 (구성동)",사옥카페,커피숍,,
560,영업/정상,010-5640-9389,충청남도 천안시 서북구 백석동 957번지 ,"충청남도 천안시 서북구 한들3로 78-9, 1층 (백석동)",카롱카롱,커피숍,,
561,영업/정상,041 523 3222,충청남도 천안시 서북구 백석동 1059번지 ,"충청남도 천안시 서북구 한들1로 157, 천안 마치애비뉴Ⅳ 1층 141.142.143.144호 (백석동)",키존빌리지천안점,키즈카페,,
562,영업/정상,041-556-6559,충청남도 천안시 동남구 삼룡동 146-28번지 ,"충청남도 천안시 동남구 충절로 437, 1층 (삼룡동)",아시나요,커피숍,,
563,영업/정상,070-7458-7072,충청남도 천안시 동남구 삼룡동 330-35번지 ,"충청남도 천안시 동남구 천안대로 360, 2동 2층 (삼룡동)",카페하인츠삼거리점,커피숍,,
564,영업/정상,041-575-7391,충청남도 천안시 동남구 신방동 49-33번지 ,"충청남도 천안시 동남구 서부대로 227, 1층 (신방동)",공차천안신방중앙점,커피숍,,
565,영업/정상,010-2936-3316,충청남도 천안시 동남구 대흥동 30-7 200호,충청남도 천안시 동남구 버들로 2 200호,달콤팩토리,커피숍,,
566,영업/정상,0507-1374-5210,충청남도 천안시 동남구 청당동 548-1번지 117호,"충청남도 천안시 동남구 청수5로 4, 1층 117호 (청당동)",공차천안청수점,커피숍,,
567,영업/정상,0507-1403-0611,충청남도 천안시 서북구 두정동 119번지 문장교회 ,"충청남도 천안시 서북구 두정역길 2, 1층 (두정동)",몽글,커피숍,,
568,영업/정상,없음,충청남도 천안시 동남구 광덕면 매당리 356번지 1층 ,"충청남도 천안시 동남구 광덕면 광풍로 1023, 1층",찬미카페,커피숍,,
569,영업/정상,041 417 7050,충청남도 천안시 서북구 성성동 40-15 ,"충청남도 천안시 서북구 성성4길 53, 지하1층,1,2,층 B101~B104,101,102,201호 (성성동)",(주)에스디인터내셔날나인블럭레이크업성천안점,커피숍,,
570,영업/정상,041 622 6868,충청남도 천안시 서북구 불당동 1545 천안불당린스트라우스1단지 ,"충청남도 천안시 서북구 불당19로 95, 상가동 지하2층 118호 (불당동, 천안불당린스트라우스1단지)",오르빗,커피숍,,
571,영업/정상,041 577 1987,충청남도 천안시 서북구 성정동 625-1번지 제일카센타 ,"충청남도 천안시 서북구 동서대로 150, 가동 1층 (성정동)",로건커피성정점,커피숍,,
572,영업/정상,0507-1309-9672,충청남도 천안시 서북구 불당동 1314번지 ,"충청남도 천안시 서북구 불당16길 25, 1층 (불당동)",뮤즈드카페,커피숍,,
573,영업/정상,070-8833-2958,충청남도 천안시 동남구 삼룡동 479 1층 ,"충청남도 천안시 동남구 청수10길 44, 1층 (삼룡동)",카페소도,커피숍,,
574,영업/정상,0507-1323-2305,충청남도 천안시 서북구 불당동 1632 ,"충청남도 천안시 서북구 불당33길 48, 1층 101호 (불당동)",셀렉토커피천안신불당점,커피숍,,
575,영업/정상,041-571-1206,충청남도 천안시 서북구 쌍용동 901 ,"충청남도 천안시 서북구 서부대로 446, 1.2층 (쌍용동)",숨어반,커피숍,,
576,영업/정상,없음,충청남도 천안시 서북구 성정동 729-6번지 ,"충청남도 천안시 서북구 성정로 91, 1층 (성정동)",카페프리모,커피숍,,
577,영업/정상,0507-1436-7378,충청남도 천안시 서북구 두정동 1291 ,"충청남도 천안시 서북구 두정로 208, 3층 (두정동)",랭스터디카페천안두정점,커피숍,,
578,영업/정상,1522-3232,충청남도 천안시 서북구 성성동 45-16 ,"충청남도 천안시 서북구 업성수변로 69, 1,2층 (성성동)",스타벅스천안업성레이크점,커피숍,,
579,영업/정상,0507-1354-0316,충청남도 천안시 동남구 신방동 1394 ,"충청남도 천안시 동남구 통정8로 21-15, 1층 (신방동)",베데스다,커피숍,,
580,영업/정상,0507-1467-2204,충청남도 천안시 서북구 성정동 657-10 ,"충청남도 천안시 서북구 서부16길 36, 1층 (성정동)",날쌘카페천안성정점,커피숍,,
